GID;"COD_CIRCUITO";"TURNO_HORARIO";X;Y
13797;"E_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581800.1596809436;6139745.1470335405
13798;"E_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581643.6000262687;6139362.808077295
13802;"E_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581575.5036097706;6139655.716988223
13804;"C_DU_RM_CL_06       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";574883.224567636;6141430.642419562
13805;"C_DU_RM_CL_06       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";574861.4947647807;6141364.302609668
13806;"C_DU_RM_CL_06       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";574816.2456458935;6141232.3899241015
13807;"C_DU_RM_CL_06       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";573556.2661331894;6140901.482206951
13809;"D_DU_RM_CL_03       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576975.0363346145;6142863.717579821
13810;"D_DU_RM_CL_03       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577008.7777977319;6143157.7902349485
13811;"D_DU_RM_CL_03       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577199.8215236977;6143308.904346711
13815;"D_DU_RM_CL_03       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577736.5274634548;6142862.523762596
13816;"D_DU_RM_CL_04       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576246.3493693024;6141562.942935193
13817;"G_DU_RM_CL_02       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";573597.0792075772;6143983.702905962
13818;"G_DU_RM_CL_06       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";571065.6892751394;6148499.27845321
13819;"G_DU_RM_CL_06       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";571010.953979843;6148643.6129921
13823;"E_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581382.2055445432;6139301.7926589865
13825;"E_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";581667.292482619;6138673.65152522
13827;"E_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";581679.8514494703;6138905.91086562
13828;"D_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";577441.222732423;6139767.917044271
13829;"D_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";577556.8352066178;6139802.194167359
13831;"D_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";577626.1522601944;6139850.206259977
13834;"D_DU_RM_CL_06       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";578539.000095706;6140959.99997535
8322;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578299.1098119228;6138613.896071203
13184;"E_DU_RM_CL_15       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";586925.740332949;6139468.531762609
8678;"E_DU_RM_CL_06       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";581044.6288074934;6139752.442804848
8682;"C_DU_RM_CL_03       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";573705.7878800711;6142164.834770252
8684;"C_DU_RM_CL_03       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";573330.2528245862;6141555.913114387
8685;"C_DU_RM_CL_03       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";573785.854457021;6141478.516579064
8686;"C_DU_RM_CL_03       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";572931.643401642;6141735.222226894
8690;"C_DU_RM_CL_03       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";573832.5602448088;6141462.385720027
8691;"C_DU_RM_CL_03       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";574212.395655889;6141509.277970085
8696;"E_DU_RM_CL_06       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";580648.000028757;6139760.99987823
8697;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575548.1837216332;6140325.176820083
8698;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575525.584078982;6140553.566784971
8703;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575181.0899466736;6140443.774020831
8707;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575890.6280010329;6139487.449365869
8708;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575379.0474342203;6140556.252399716
8710;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575346.4112444918;6140285.235860732
8716;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575305.2460565644;6140221.8514334215
8717;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575405.8894133869;6140111.725941381
8720;"E_DU_RM_CL_06       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";580813.4436315317;6140476.208506938
8722;"E_DU_RM_CL_06       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";580661.676571889;6140510.014439655
8723;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575289.2552229142;6140495.950723042
8725;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575383.4792050536;6140403.614274715
8727;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575530.5528024804;6140420.711800609
8728;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576064.9137087599;6139507.238055601
8730;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575542.3554381279;6140269.878740533
8732;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575926.5744282516;6139733.627928035
8735;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575773.4299984905;6140283.128264522
8736;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575715.4345552449;6139548.086268349
8738;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575593.7976550603;6139760.496974641
8743;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575890.14154892;6140319.231510138
8745;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575844.3333599177;6139573.321386447
8746;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575865.5402663812;6140612.601804415
8748;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575792.7614722046;6140108.480523058
8750;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575441.9881853416;6140107.455469615
8753;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";572673.99989333;6140571.99994299
8756;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";572977.445310385;6140342.655523007
8757;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573090.6738343126;6140237.136175177
8760;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573213.3262865257;6140423.625126056
8762;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573228.6413657273;6140428.379088339
8763;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575824.333118129;6139950.82730412
8764;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575752.3743667036;6139945.907047613
8766;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575915.1528528342;6140059.892990043
8767;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575902.2374825535;6140204.8384215
8768;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575562.9345609836;6139970.9106572
8769;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575872.5106297672;6139954.927517877
8770;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575587.8065838572;6139820.226139061
8772;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575670.3700915751;6140129.186602525
8774;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575716.934712662;6139522.110197056
8775;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573997.999894563;6140398.00007083
8777;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575619.2143207706;6139461.851152547
8778;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575703.4577108145;6139670.357217377
8780;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575618.1311157588;6140018.11693798
8781;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575556.384149146;6140152.352810249
8787;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575850.4765255274;6139512.284405761
8789;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576060.3004198119;6139594.10870731
8790;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575762.6249010946;6140561.34913246
8793;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575609.9553925475;6139555.166625225
8796;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575695.4643179011;6139759.77078419
8797;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575683.8452707193;6139882.678517662
8800;"C_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575264.3444966589;6140589.341068439
8806;"C_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576286.5515092547;6140094.87256324
7827;"CH_DU_RM_CL_07      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577916.7393885572;6136597.691497437
7831;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578641.7344583384;6137557.30252314
7834;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578525.5277336204;6137854.3902901085
7846;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578475.3140612509;6137896.398649628
7847;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578419.125684323;6137899.316151961
7848;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578356.83745457;6137892.526927398
7849;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578555.6574782927;6137622.98792898
7851;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578576.9007135346;6137550.00119873
7866;"CH_DU_RM_CL_08      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578043.5963424435;6138293.076045313
7867;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577452.999961781;6135599.00003436
7870;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577267.0831246299;6135941.890654665
7873;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577680.000025992;6135446.00006622
7880;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577634.4243377101;6135947.646630388
7884;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577270.6866866453;6137836.086889693
7887;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577388.3317863648;6137460.655192157
7892;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577100.285818965;6137470.107295042
7894;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577488.000025814;6137808.99987642
7895;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577410.7648216295;6135452.906754175
7899;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577818.5171131762;6136451.148621244
7901;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577884.000026182;6136303.00003501
7902;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577700.1706327897;6136684.488959456
7907;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577434.4039769643;6136507.287780762
7908;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577333.1923665453;6136205.191599828
7910;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576824.9752845999;6138753.382409277
7913;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576691.3378265376;6138815.233479029
7914;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577290.1347162803;6137369.031265092
7915;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577459.2355473328;6137652.408037642
7918;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576711.1203480706;6138910.117563281
7919;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576443.1542078194;6138834.077605267
7923;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576403.5293636422;6139004.114916915
7924;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576668.00002505;6138959.00003749
7927;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577395.938041728;6136920.41504359
7933;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576448.9256108108;6139219.7477176385
7938;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577244.2364359593;6139237.1002674075
7939;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577820.9286412122;6139036.485042375
7940;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577608.1927265817;6138949.383733931
7944;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577302.4769520023;6138951.182916754
7947;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577160.6008371834;6139291.082952939
7948;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576784.7811483606;6138949.074138559
7949;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577140.1614893953;6139315.238545779
