GID;"COD_CIRCUITO";"MUNICIPIO";"VERTICES"
66;"E_DU_RM_CL_11       ";"E ";"POLYGON ((583626.602645507 6140126.69052271, 583624.970325505 6140124.49356271, 583812.76469368 6139872.30700248, 583875.345429738 6139788.2681224, 583878.589525741 6139783.91177039, 584015.247573869 6139903.4813705, 584022.063701875 6139909.44514651, 584125.732949972 6139855.76645846, 584140.864085986 6139837.95788244, 584185.493014027 6139785.43202639, 584195.113750036 6139774.10898638, 584213.889494054 6139752.01100236, 584231.31618207 6139731.50066634, 584232.02271007 6139731.78028234, 584237.474710076 6139733.93775435, 584751.786038555 6139937.46377054, 585000.923030787 6140036.05356263, 585001.575702787 6140036.11522663, 585099.705334879 6140045.38997864, 585186.88584696 6140053.62972264, 585359.15515912 6140069.91177066, 585363.530615124 6140070.32527466, 585703.762903441 6140112.9328267, 585893.478231618 6140136.69116272, 585919.714327642 6140139.97673072, 586099.67947981 6140162.51397875, 586615.02376829 6140227.05103481, 586649.644696322 6140231.38665081, 586699.388504368 6140237.61615482, 586700.93512837 6140237.80981882, 586690.04335236 6140362.37036293, 586689.694744359 6140366.35557894, 586776.808440441 6140377.59452295, 586756.431896422 6140612.78645916, 586738.786680405 6140816.45490735, 586730.776792398 6140908.90607544, 586730.384152397 6140908.89935544, 586690.938264361 6140908.23093944, 586675.0012823046 6140908.003209711, 586664.4265378476 6141008.943952256, 586666.3492186579 6141014.711994687, 586617.308952292 6141006.87196353, 586614.579672289 6141005.90364353, 586612.793368288 6141005.42434753, 586610.788440286 6141004.94767553, 586608.758072284 6141004.97103553, 586606.690520282 6141004.49506753, 586603.529784279 6141004.03157953, 586601.998936278 6141004.04927553, 586600.437144276 6141004.06725953, 586598.906456275 6141004.08485953, 586597.375800273 6141004.10242753, 586595.808152272 6141003.62066753, 586594.283352271 6141004.13826753, 586587.754456264 6141004.21346753, 586584.006040261 6141004.25666753, 586580.263128257 6141004.79977153, 586576.514648254 6141004.84297153, 586571.80357625 6141005.39717953, 586567.123576245 6141005.95093953, 586564.630264243 6141006.47961153, 586562.162328241 6141006.50793153, 586556.295448235 6141007.07557953, 586550.46546423 6141008.14242753, 586538.856504219 6141009.27612353, 586527.216376208 6141010.41010754, 586523.161048204 6141010.95666754, 586519.543320201 6141011.49826754, 586515.956696198 6141012.03961154, 586513.900632196 6141012.56303554, 586512.250904194 6141013.08207554, 586510.038776192 6141013.60732354, 586508.457176191 6141014.62540354, 586506.750616189 6141015.64476354, 586504.856536187 6141016.66633154, 586502.857240185 6141016.68943554, 586500.233304183 6141016.71964354, 586498.058200181 6141017.74447554, 586496.476568179 6141018.76245954, 586494.738840178 6141019.78223554, 586492.839160176 6141020.30405954, 586490.533336174 6141020.83042755, 586488.508504172 6141021.35362755, 586486.51509617 6141021.87657155, 586483.928152168 6141022.40623555, 586482.377752166 6141023.42383555, 586480.883992165 6141023.94101955, 586479.390360164 6141024.45807555, 586477.933720162 6141025.47465155, 586475.23330416 6141027.00549955, 586473.958232159 6141027.51999555, 586472.626680157 6141028.53506755, 586471.320344156 6141029.05010755, 586469.951672155 6141029.56565955, 586468.583000154 6141030.08137155, 586467.058136152 6141030.59874755, 586465.03330415 6141031.12207555, 586462.977432148 6141031.64553155, 586460.921528146 6141032.16917956, 586458.928056145 6141032.69196356, 586457.709848143 6141032.70607556, 586456.366488142 6141032.72143556, 586455.029144141 6141033.23682756, 586453.72277614 6141033.75177156, 586452.447832139 6141034.26633156, 586449.335672136 6141035.30201156, 586447.373336134 6141035.82447556, 586443.923256131 6141037.36389956, 586442.398232129 6141037.88137156, 586440.842232128 6141038.39913156, 586439.254744126 6141038.91733956, 586436.704760124 6141039.94645956, 586432.56168812 6141040.99397956, 586428.268216116 6141042.54309957, 586424.656120113 6141043.58447557, 586422.29346411 6141044.61145157, 586421.112248109 6141045.12498757, 586419.930904108 6141045.63842757, 586417.625080106 6141046.16498757, 586416.475096105 6141046.67804357, 586415.330872104 6141047.69100357, 586414.149528103 6141048.20460357, 586412.968184102 6141048.71801157, 586411.755736101 6141049.23183557, 586410.537432099 6141049.24597957, 586408.575128098 6141049.76847557, 586406.737880096 6141050.28943557, 586404.900632094 6141050.81052357, 586403.000920092 6141051.33225157, 586399.601688089 6141051.87132357, 586397.696152088 6141051.89333957, 586395.015448085 6141052.42405957, 586392.516472083 6141052.45282757, 586391.142008081 6141052.46876357, 586389.42965608 6141052.98837957, 586387.498648078 6141053.51042758, 586385.630136076 6141054.03183558, 586378.43736807 6141056.11436358, 586374.450296066 6141057.16002758, 586371.463000063 6141058.19426758, 586368.47573606 6141059.22847558, 586365.644440058 6141060.26082758, 586362.626040055 6141061.29532358, 586361.382296054 6141061.80965958, 586360.206744053 6141062.82287558, 586359.056728052 6141063.33602758, 586357.01231205 6141064.85922759, 586355.024632048 6141065.88181959, 586353.005528046 6141066.90492359, 586351.574488044 6141067.42127559, 586350.075032043 6141067.43855559, 586348.581336042 6141067.95570759, 586347.08773604 6141068.47276359, 586345.344088039 6141068.99276359, 586341.445144035 6141069.53759559, 586338.702008032 6141070.06901959, 586335.92757603 6141070.60095559, 586333.190232027 6141071.63225159, 586330.478232025 6141072.16341959, 586320.547864016 6141075.2771796, 586310.680152006 6141078.3902036, 586307.567832004 6141079.4257876, 586305.980472002 6141079.9439636, 586304.424344001 6141080.4617556, 586302.374071999 6141081.4851476, 586300.511383997 6141082.5063316, 586298.836023995 6141083.5254996, 586297.160663994 6141084.5444756, 586295.098967992 6141084.5682196, 586292.57448799 6141085.09724361, 586290.055703987 6141086.12607561, 586287.511639985 6141087.65506761, 586285.467095983 6141089.17826761, 586283.573079981 6141090.19977161, 586280.898199979 6141091.23036361, 586279.185879977 6141091.74997961, 586277.411031975 6141092.27023561, 586275.292663974 6141092.79452361, 586273.230967972 6141092.81833161, 586271.26863197 6141093.34082761, 586269.181591968 6141093.86473161, 586268.062711967 6141094.37759561, 586266.975127966 6141094.89010761, 586264.925015964 6141095.91337162, 586263.343383962 6141096.93135562, 586262.386679961 6141097.94217162, 586261.460951961 6141098.95253962, 586260.59784796 6141099.96229962, 586259.765847959 6141100.97170762, 586259.027735958 6141101.97989962, 586258.320823958 6141102.98773962, 586256.855831956 6141106.00389962, 586256.472951956 6141108.00780363, 586256.652055956 6141110.00527563, 586257.393719957 6141111.99612363, 586258.473015958 6141113.48338763, 586259.152087958 6141115.47497163, 586259.331287959 6141117.47250764, 586259.005015958 6141118.97586764, 586257.784343957 6141121.48927564, 586257.014967956 6141122.49785164, 586255.470231955 6141124.01532364, 586253.701207953 6141125.03545164, 586252.269975952 6141125.55183564, 586250.30779995 6141126.07436364, 586248.308503948 6141126.09737164, 586246.590551947 6141126.11717964, 586244.798455945 6141125.13807564, 586243.193719944 6141124.15682764, 586241.546359942 6141122.17637964, 586240.529463941 6141120.68847564, 586240.131575941 6141118.69356364, 586240.602551941 6141116.18876363, 586240.110935941 6141114.19497163, 586237.994839939 6141112.21989963, 586236.370519937 6141112.23855563, 586234.714839936 6141112.25762763, 586232.309559933 6141112.28537163, 586230.353047932 6141113.30767563, 586227.965079929 6141114.83484363, 586226.539671928 6141115.85103563, 586225.233367927 6141116.36597963, 586223.870551926 6141117.38149964, 586222.320151924 6141118.39909964, 586220.800983923 6141119.41625164, 586218.594647921 6141120.44143564, 586217.069655919 6141120.95893964, 586214.301175917 6141121.99061964, 586212.333079915 6141122.01330764, 586210.333783913 6141122.03641164, 586208.334743911 6141122.05935564, 586206.230135909 6141121.08393164, 586204.824471908 6141121.10015564, 586202.944471906 6141120.62201164, 586201.070135904 6141120.64354764, 586198.889239902 6141121.16853964, 586196.6204719 6141122.19449164, 586195.788503899 6141123.20389964, 586195.337175899 6141124.70863564, 586195.354455899 6141126.20805964, 586196.4766959 6141128.69442765, 586196.4373679 6141130.69442765, 586195.736119899 6141132.20217165, 586193.947383898 6141134.22223565, 586192.010615896 6141134.24460365, 586190.573623895 6141134.26114765, 586189.343767893 6141133.27557965, 586188.108215892 6141131.79020365, 586187.747383892 6141130.29477965, 586187.792567892 6141128.79452365, 586186.838103891 6141127.30594764, 586184.983639889 6141126.32757964, 586183.009815888 6141125.85049164, 586181.703639886 6141126.36549964, 586180.490967885 6141126.87925964, 586178.602775883 6141128.40069965, 586176.453079881 6141128.92537165, 586174.49090388 6141129.44783565, 586172.889591878 6141131.46578765, 586173.006231878 6141133.46383565, 586172.191671877 6141135.97263565, 586170.934039876 6141137.98665165, 586169.321239875 6141139.00501965, 586166.739927872 6141140.03452366, 586164.68399187 6141140.55817166, 586162.647831869 6141140.08162766, 586160.617239867 6141140.10517966, 586158.956023865 6141139.62447566, 586156.226807863 6141138.65602765, 586153.77295186 6141137.18473165, 586151.799191859 6141136.70767565, 586149.737495857 6141136.73145165, 586147.775127855 6141137.25397965, 586145.725079853 6141138.27733965, 586143.368279851 6141139.80415566, 586142.21819985 6141140.31727566, 586140.142583848 6141141.84073166, 586139.123255847 6141142.85237966, 586137.785783845 6141143.36757966, 586134.985879843 6141144.39964366, 586133.111639841 6141144.42127566, 586131.018743839 6141144.44537166, 586129.144407837 6141144.46700366, 586127.514135836 6141143.98581966, 586126.415127835 6141143.49881166, 586124.041047833 6141143.52607566, 586121.916887831 6141143.55055566, 586119.074135828 6141143.58335566, 586117.237047826 6141144.10447566, 586114.999479824 6141145.12994766, 586113.480279823 6141146.14716366, 586112.804439822 6141147.15477966, 586111.634775821 6141148.66786766, 586110.30891982 6141150.18274767, 586109.570615819 6141151.19106767, 586107.213783817 6141152.71775567, 586106.038231816 6141153.73103567, 586104.825783815 6141154.24498767, 586103.619127814 6141155.25855567, 586101.287735811 6141156.28527567, 586098.800279809 6141157.31362767, 586096.869271807 6141157.83586767, 586095.338583806 6141157.85346767, 586093.901591805 6141157.86997967, 586092.626743803 6141158.38469967, 586090.445783801 6141158.90956367, 586088.6396398 6141159.43023567, 586086.808183798 6141160.45116367, 586085.465047797 6141160.46665168, 586083.434455795 6141160.49010768, 586082.122647794 6141160.50517968, 586080.898519792 6141160.01941967, 586079.711383791 6141160.03317967, 586076.806231789 6141160.06652367, 586075.025783787 6141160.08713167, 586072.157527784 6141160.62005968, 586070.408279783 6141160.64021968, 586069.195767782 6141161.15410768, 586067.88373578 6141161.16927568, 586066.640151779 6141161.68341968, 586065.396343778 6141162.19765968, 586063.221207776 6141163.22242768, 586061.914839775 6141163.73737168, 586060.671191774 6141164.25170768, 586058.902039772 6141165.27177168, 586058.038935771 6141166.28143568, 586056.33243977 6141167.30082768, 586055.563031769 6141168.30946768, 586053.987159767 6141169.82725968, 586053.123991767 6141170.83695568, 586050.579831764 6141172.36597969, 586048.467159762 6141173.39007569, 586047.379575761 6141173.90242769, 586045.511159759 6141174.42383569, 586043.523383758 6141175.44658769, 586041.385335756 6141176.97077969, 586040.053623754 6141177.98581969, 586038.628215753 6141179.00207569, 586035.870967751 6141181.03337169, 586034.445527749 6141182.04956369, 586033.613719748 6141183.0588437, 586030.526871745 6141183.5943637, 586028.820471744 6141184.6137237, 586028.050903743 6141185.6223637, 586026.225175741 6141187.1430997, 586025.08674374 6141188.6557717, 586024.03611974 6141189.6676757, 586023.016791739 6141190.6791317, 586022.091031738 6141191.6895637, 586021.134327737 6141192.70041171, 586019.183639735 6141194.22242771, 586017.264087733 6141195.74421971, 586016.568759733 6141197.75177171, 586016.054999732 6141199.25724371, 586014.703639731 6141201.27237971, 586013.93407173 6141202.28095571, 586013.133367729 6141203.28994771, 586012.051671728 6141204.30217172, 586010.694487727 6141205.81746772, 586009.306135726 6141207.33305172, 586007.880599724 6141208.34927572, 586005.285463722 6141210.87842772, 586003.39736772 6141212.39986772, 586001.165399718 6141213.92527572, 585999.589559717 6141215.44303573, 585997.837847715 6141217.96255573, 585996.767575714 6141219.97442773, 585995.484407713 6141222.48866773, 585994.226743712 6141224.50258773, 585992.57439171 6141227.52085974, 585990.959159709 6141231.03865174, 585990.138839708 6141233.04757974, 585989.505783707 6141235.05426774, 585988.086103706 6141236.57036375, 585986.373783704 6141237.08994775, 585984.618839703 6141236.61026775, 585983.607575702 6141235.62223575, 585980.608791699 6141235.65673175, 585979.776791698 6141236.66617175, 585978.857079697 6141238.17637975, 585977.743927696 6141239.18885975, 585975.435735694 6141242.21477975, 585973.090327692 6141244.74114775, 585966.473431686 6141252.64297176, 585962.991287683 6141259.77685977, 585960.06613568 6141267.71289178, 585938.28610366 6141296.5580118, 585936.048791658 6141300.90457181, 585931.416151653 6141305.63266781, 585925.451287648 6141314.34812382, 585919.382711642 6141311.89637982, 585867.909271594 6141291.1004438, 585785.144759517 6141257.66258777, 585580.569783326 6141175.01186769, 585348.3225755029 6141087.181701924, 585041.3679056541 6140971.099016633, 584884.996566679 6140963.22652349, 584380.858742209 6140983.19887551, 584032.9191081784 6140999.19464044, 583581.2181582255 6140913.874019077, 583690.477493566 6140691.03426724, 583723.170901597 6140624.21708318, 583758.165013629 6140552.69762711, 583765.600213636 6140537.5020111, 583805.521045673 6140455.91359502, 583817.617813685 6140431.190939, 583879.209909742 6140305.31202688, 583880.348501743 6140302.98492288, 583812.39234168 6140190.02175477, 583811.945045679 6140189.27817077, 583721.234645595 6140254.06261883, 583626.602645507 6140126.69052271))"
165;"G_DU_RM_CL_05       ";"G ";"POLYGON ((571290.2409719711 6147145.705199141, 571303.9446538463 6146897.1821558485, 571317.592868467 6146683.04380444, 571323.573028472 6146574.42402834, 571329.119524478 6146473.68393225, 571342.82474049 6146224.74722801, 571343.259172491 6146216.85577201, 571350.313764497 6146088.72085989, 571333.600036482 6145886.9040277, 571326.620964475 6145800.39420362, 571455.830564596 6145706.07023553, 571513.719844649 6145663.81052349, 571543.323428677 6145642.19977147, 571652.553764779 6145562.4608914, 571719.204388841 6145513.80527535, 571793.82403691 6145459.3325713, 571860.745764973 6145410.47906726, 571921.664037029 6145366.00853921, 572048.447269147 6145273.45557913, 572184.647717274 6145174.02825104, 572347.6504057491 6145053.754144248, 572433.3561846615 6145160.749893722, 572698.9680118143 6145535.492634118, 572709.9196595637 6145550.429438157, 572770.5142660034 6145627.907990663, 572782.5174975365 6145642.577186246, 573063.7615410239 6146029.729028551, 573120.4105811821 6146139.94022944, 571976.5279562749 6146959.941229518, 571976.5279562749 6146959.941229518, 571898.0740545107 6147018.34580083, 571830.1434640099 6147068.916351536, 571705.1641426197 6147170.177161249, 571429.559332571 6147378.10505309, 571333.963556482 6147447.82972515, 571270.7284140764 6147492.8749210285, 571272.0279067538 6147476.008137916, 571290.2409719711 6147145.705199141))"
601;"A_DU_RM_CL_13       ";"A ";"POLYGON ((566873.0695692183 6141476.518046336, 566873.0695692183 6141476.518046336, 566873.0695692183 6141476.518046336, 566873.0695692183 6141476.518046336, 567721.8264685491 6141584.600705872, 567865.870990623 6141524.502660239, 567964.1265255477 6141506.377852825, 568271.4834705044 6141541.43554173, 568234.0946470876 6141308.720433997, 568268.8759904352 6141304.5894354535, 568915.173066195 6141408.450931732, 568773.390555819 6141561.463739959, 568605.1185460332 6141669.864831549, 568353.5282702176 6141754.36843564, 568378.4952441535 6141863.839013666, 568516.7738690292 6141819.666675164, 568662.7346397314 6142424.635658995, 568505.2506502896 6142662.782179614, 568098.096921489 6142612.848231742, 568094.2558485757 6142328.608836165, 568420.7470461989 6142378.542784036, 568292.0711036063 6141773.573800206, 568138.4281870777 6141865.759550123, 568005.0375889726 6142035.843420804, 567938.4512348693 6142169.01612901, 567902.1451493038 6142381.657687281, 567835.9286343427 6142534.49256235, 567712.7102858272 6142696.116843533, 567208.6647938984 6142984.033103233, 566911.9147863804 6143086.79424669, 566613.7685882105 6143093.322800716, 566723.9161360271 6142390.0828246325, 566481.5418070914 6142331.486833022, 566545.4647070306 6142094.439412414, 566766.9289641707 6142139.355294186, 566873.0695692183 6141476.518046336))"
181;"E_DU_RM_CL_16       ";"E ";"POLYGON ((586690.04335236 6140362.37036293, 586700.93512837 6140237.80981882, 586709.2127371072 6140217.756997768, 586791.4267992682 6140221.064460039, 587249.7465710853 6139096.527287947, 587517.6510150239 6139236.385692543, 587642.889593247 6139318.77586596, 587962.133625544 6139511.50242614, 588166.370617735 6139625.61967425, 588529.956186073 6139902.5711625, 588536.481946079 6139924.59250652, 588539.186746082 6139951.46812255, 588535.451578078 6139963.50825056, 588521.167866065 6139984.66786658, 588505.650202051 6139996.34383459, 588499.363034045 6139998.41586659, 588473.552346021 6140000.71317859, 588445.215833994 6139998.04069859, 588410.017817962 6139990.94847459, 588401.561977954 6139990.97724259, 588372.877177927 6139983.37881058, 588308.151897867 6139984.12527458, 588279.43919384 6139989.45516258, 588275.705465836 6139993.49721059, 588261.813625824 6139997.15657059, 588257.242329819 6140001.7081226, 588242.777561806 6140009.8729226, 588232.343001796 6140020.79913061, 588215.631673781 6140029.02076262, 588208.675417774 6140042.69967463, 588203.81292177 6140047.31317864, 588196.076825762 6140061.89881065, 588177.118937745 6140084.11183467, 588151.05679372 6140207.70421879, 588120.956185692 6140255.71717883, 588110.961625683 6140299.32162687, 588105.244441678 6140312.88415489, 588100.310969673 6140339.73465091, 588069.421913644 6140406.44623497, 588034.2305446406 6140492.827676036, 588016.766041595 6140615.78540317, 587989.73464957 6140704.37637925, 587926.661337511 6140740.41333928, 587872.598777461 6140740.41333928, 587840.111545431 6140758.3644433, 587832.022041423 6140756.4251793, 587823.873753416 6140751.52047529, 587809.782713403 6140735.18700328, 587801.685369395 6140729.28181927, 587791.556569386 6140717.90153126, 587768.658841364 6140699.17026725, 587756.299673353 6140681.31727523, 587753.44546535 6140680.35042723, 587733.544473332 6140683.07935523, 587728.918809327 6140685.63202723, 587727.488537326 6140691.64706724, 587732.763737331 6140702.08354725, 587737.376505335 6140706.52927525, 587738.260249336 6140710.01826726, 587732.899929331 6140735.57369128, 587730.115033328 6140740.60460328, 587705.467065305 6140767.88194731, 587695.542361296 6140771.49561131, 587680.602329282 6140773.66725932, 587666.91116127 6140770.32607531, 587639.379449244 6140756.1470353, 587631.913433237 6140756.2331793, 587627.131673232 6140758.7877393, 587614.743641221 6140770.92757931, 587606.050617213 6140786.52393133, 587607.129241214 6140833.99964337, 587600.273753207 6140868.0702034, 587583.219129192 6140892.76073143, 587575.730329185 6140909.84284344, 587575.635161184 6140917.84181945, 587584.932921193 6140935.73026747, 587591.7784252 6140944.14914747, 587592.3540092 6140956.13954748, 587591.544473199 6140972.6447635, 587576.147225185 6141059.80057158, 587567.474073177 6141074.39682759, 587558.149593168 6141084.0020756, 587524.791673137 6141092.88460361, 587509.442329123 6141092.06175561, 587484.4099451 6141096.84927562, 587457.693337075 6141099.15679562, 587430.220249049 6141095.47452361, 587387.76773701 6141095.96393161, 587380.559897003 6141094.04757961, 587365.684984989 6141093.71925961, 587338.772440964 6141098.02860362, 587319.241528946 6141105.75183562, 587303.443352931 6141103.93442762, 587290.565016919 6141106.08245962, 587273.810872903 6141110.77442763, 587255.675864886 6141118.62101964, 587191.066680826 6141120.75893964, 586905.735448561 6141119.25746764, 586783.337816447 6141080.0880596, 586722.11362439 6141053.85257158, 586710.353432379 6141045.28917957, 586695.723352365 6141030.96143555, 586664.482648336 6141014.82581954, 586654.278232327 6141010.44463554, 586663.4651974424 6141011.827973472, 586675.9626227099 6140908.003209711, 586730.776792398 6140908.90607544, 586776.808440441 6140377.59452295, 586689.694744359 6140366.35557894, 586690.04335236 6140362.37036293))"
149;"F_DU_RM_CL_08       ";"F ";"POLYGON ((580355.7433985089 6144373.714360783, 580783.5582076276 6144672.793300537, 581173.5757445071 6144517.796497585, 581414.4568913573 6144569.0376163, 581452.7680081525 6144673.914298528, 581639.0558135696 6144858.765437065, 581704.1847121214 6144980.88212185, 581558.620718004 6145192.66940305, 581892.608046315 6145428.38012327, 581488.711213939 6145600.19093943, 581257.879853724 6145446.09557929, 581199.6722098301 6145562.487271859, 581167.9079812677 6145545.632783234, 581156.2180142455 6145614.850841074, 580862.582437331 6145434.782108046, 580806.0472644313 6145400.567247904, 580758.2142577687 6145365.419404859, 580504.1004292695 6145189.743773421, 580416.5867383322 6145315.504188546, 580259.658796795 6145204.80047506, 580144.3219220828 6145409.500375109, 580008.1895139582 6145393.942385609, 579982.3060723497 6145221.33048423, 579982.1135781799 6145123.100709326, 579961.574700517 6145013.03369089, 579904.7309218775 6144890.375257907, 579781.1496647976 6144702.1159597365, 579729.061420301 6144596.1190025, 579715.3166586896 6144533.491066897, 579714.945068287 6144483.12853839, 579734.3735815105 6144365.443656567, 579687.4417549267 6144285.393987147, 580023.2695024714 6144111.862177077, 580062.1648168049 6144147.690819744, 580355.7433985089 6144373.714360783))"
741;"D_DU_RM_CL_14       ";"D ";"POLYGON ((576370.3572963829 6147764.707225812, 575830.1946417906 6147145.108886744, 576935.4854518177 6147292.632300807, 576874.2064952042 6147503.704262468, 578621.0291169082 6147761.477493876, 578764.4912632705 6147924.727522495, 578987.1049386604 6148320.485167633, 576790.6500081477 6147954.40934588, 576711.4984791202 6148271.015461991, 576498.7787448588 6149032.84892888, 576107.9680702856 6148938.85648816, 576122.8089819782 6148731.083724462, 576474.0438920377 6148795.394341798, 576553.1954210652 6148468.8942845585, 576088.1801880287 6148394.689726096, 576225.1034732993 6147742.011315956, 576370.3572963829 6147764.707225812))"
941;"G_DU_RM_CL_10       ";"G ";"POLYGON ((568706.1105612752 6145899.856181911, 568647.0472148813 6145858.126358066, 568597.1003917163 6145793.44149258, 568639.9258154716 6145723.363526435, 568684.0489793407 6145697.408724159, 568589.8873119747 6145592.596299812, 568841.6647004248 6145416.355603316, 569137.6257442641 6145216.2387505695, 569264.2326778498 6145132.120245542, 569309.2961626854 6145084.910880476, 569340.1968380013 6145054.439381207, 569643.624302561 6144823.971844477, 569726.0261034033 6144757.878733385, 570009.1846505675 6144556.234008778, 570625.108657485 6144103.5088234125, 570963.7711856832 6143875.022532553, 571083.9008018711 6143795.428397669, 571144.4822647074 6144080.531203718, 571148.2833040542 6144173.656667711, 571151.6729028258 6144393.477609642, 571161.1588339026 6144591.101173741, 571158.1977522995 6144769.378296074, 571177.4625534023 6145026.756038809, 570553.893058607 6145475.614358468, 570296.4806189149 6145659.259934216, 570180.6956440439 6145741.864327378, 569731.0792039302 6145798.286756165, 569293.9868328247 6145853.137537815, 569081.8328582769 6145948.413085134, 568913.7489794825 6145953.063526576, 568706.1105612752 6145899.856181911))"
641;"F_DU_RM_CL_12       ";"F ";"POLYGON ((581685.9336234931 6146718.394443133, 581830.8482485861 6146481.779743802, 581893.0902678883 6146517.889617595, 582231.0357113105 6146310.246277278, 582380.4381969637 6146532.354443479, 582203.4701635313 6146654.121438961, 582347.9669981688 6147032.4109049225, 582477.8517933487 6147120.083141669, 582813.173170474 6147336.036319109, 583393.4661168401 6147674.470127019, 583538.341760493 6147695.933185338, 584592.2519187917 6148347.434191257, 584162.6270705605 6148997.179640579, 583676.9430191622 6148690.482739597, 583641.6293381342 6148670.649028335, 583626.8799415036 6148687.917876687, 583645.217561622 6148837.952950384, 584091.9886699623 6149104.681970289, 583868.8300562908 6149467.753295754, 583253.7263661466 6149144.047915071, 583047.1761869041 6149026.894821138, 582868.7178128551 6149071.931634778, 582841.1327645006 6149011.131936364, 583144.4839340021 6148823.49319073, 583438.9992776796 6148629.993885638, 583477.9647162335 6148576.416407626, 583311.0236742173 6148325.316535158, 583132.1492912922 6147966.747367586, 582659.9048771174 6147311.387772406, 582054.4677839512 6146948.576086173, 581685.9336234931 6146718.394443133))"
781;"D_DU_RM_CL_15       ";"D ";"POLYGON ((579056.2142511826 6151218.254422389, 578878.3175585009 6151198.276718933, 578864.9990895301 6151284.846767242, 578581.5059642938 6151255.355871664, 578599.5810293257 6151122.171181957, 579203.4957388083 6151186.044150968, 579434.9761032182 6151480.395725461, 579372.1048931315 6151671.867137996, 579416.5635719075 6151683.157383983, 579389.6884582189 6151771.11230151, 579234.9313438516 6151737.596130358, 579237.7891261283 6151583.2758874195, 579040.6021490383 6151548.9825001005, 579017.739890825 6151423.240079928, 579056.2142511826 6151218.254422389))"
942;"G_DU_RM_CL_11       ";"G ";"POLYGON ((569081.8328582769 6145948.413085134, 569293.9868328247 6145853.137537815, 569731.0792039302 6145798.286756165, 570180.6956440439 6145741.864327378, 570296.4806189149 6145659.259934216, 570553.893058607 6145475.614358468, 571177.4625534023 6145026.756038809, 571188.129936154 6145148.218452211, 571204.1558250315 6145251.403531634, 571240.4270479647 6145414.271288905, 571266.3389078374 6145530.622659576, 571293.5023859001 6145652.594139828, 571326.446372475 6145800.52169162, 571279.4856504587 6145842.503839846, 571151.7787615566 6145930.953492273, 570969.8173551073 6146061.725565585, 570664.0110353233 6146281.502535058, 569906.7459641853 6146825.734003328, 569869.1107035399 6146852.239751719, 569458.3851001483 6146455.677100169, 568907.1394842413 6146132.239451004, 568898.1455105661 6146051.415336186, 569081.8328582769 6145948.413085134))"
